color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,genre,Title
504,1,611,113.0,104.0,63.0,7.0,863,67.0,19406406.0,1073,7630,152,2065,0.0,42.0,13,1,40000000.0,2009.0,63.0,7.8,2.35,0,6,Oceans 
505,1,1228,113.0,102.0,0.0,212.0,328,1000.0,1891821.0,336,16474,1890,1133,0.0,301.0,42,7,52000000.0,2005.0,307.0,4.2,2.35,785,14,A Sound of Thunder 
506,1,1205,272.0,105.0,545.0,74.0,440,795.0,23219748.0,1206,84508,1099,682,0.0,308.0,6,7,80000000.0,2014.0,172.0,5.6,2.35,20000,6,Pompeii 
508,1,1368,205.0,135.0,2000.0,535.0,170,1000.0,170708996.0,7,610568,2827,1284,0.0,1171.0,43,7,58000000.0,2001.0,592.0,8.2,1.85,29000,6,A Beautiful Mind 
509,1,1356,186.0,73.0,28.0,847.0,1533,2000.0,422783777.0,917,644348,6458,1835,0.0,656.0,43,1,45000000.0,1994.0,886.0,8.5,1.66,17000,6,The Lion King 
510,1,153,178.0,94.0,62.0,722.0,592,14000.0,103812241.0,706,67296,27842,1421,3.0,133.0,43,6,79000000.0,2012.0,12000.0,5.8,1.85,0,3,Journey 2: The Mysterious Island 
511,1,264,169.0,95.0,18.0,18.0,1168,622.0,119793567.0,1397,64387,848,1674,0.0,85.0,43,6,78000000.0,2013.0,161.0,6.5,2.35,15000,3,Cloudy with a Chance of Meatballs 2 
512,1,162,210.0,124.0,420.0,876.0,143,22000.0,92930005.0,1091,204063,35867,736,0.0,764.0,15,9,78000000.0,2002.0,12000.0,7.2,2.35,0,6,Red Dragon 
513,1,719,140.0,136.0,394.0,1000.0,2109,24000.0,67286731.0,555,67856,36925,1944,1.0,345.0,43,7,100000000.0,2004.0,10000.0,6.7,2.35,0,0,Hidalgo 
514,1,376,156.0,91.0,221.0,553.0,21,14000.0,74158157.0,20,60370,27405,2401,2.0,264.0,43,6,79000000.0,2011.0,11000.0,3.4,1.85,0,3,Jack and Jill 
515,1,779,150.0,107.0,309.0,771.0,416,23000.0,127083765.0,1070,191912,25296,1767,5.0,370.0,43,7,76000000.0,2003.0,787.0,5.9,2.35,0,14,2 Fast 2 Furious 
516,1,991,119.0,108.0,54.0,6000.0,880,12000.0,1339152.0,605,28276,30230,1547,1.0,64.0,13,6,81200000.0,2015.0,11000.0,7.8,2.35,31000,6,The Little Prince 
517,1,1164,232.0,99.0,101.0,327.0,2102,1000.0,15071514.0,1156,65037,2323,1149,2.0,273.0,43,7,80000000.0,2007.0,422.0,5.9,1.85,0,14,The Invasion 
518,1,383,49.0,92.0,5.0,924.0,894,22000.0,26000610.0,1140,16611,28050,1256,0.0,197.0,43,6,76000000.0,2000.0,1000.0,4.1,1.85,413,3,The Adventures of Rocky & Bullwinkle 
519,1,1649,165.0,87.0,11.0,745.0,663,1000.0,323505540.0,1275,24407,4782,41,0.0,155.0,26,6,75000000.0,2016.0,904.0,6.8,1.85,36000,3,The Secret Life of Pets 
520,0,1463,202.0,110.0,45.0,845.0,1415,1000.0,66462600.0,589,141533,4714,2436,3.0,786.0,43,7,78000000.0,2003.0,872.0,5.8,2.35,0,0,The League of Extraordinary Gentlemen 
521,1,1256,306.0,98.0,275.0,1000.0,1496,7000.0,368049635.0,1274,286877,11905,2315,0.0,284.0,43,6,76000000.0,2013.0,2000.0,7.5,1.85,56000,3,Despicable Me 2 
522,1,1363,185.0,154.0,776.0,933.0,13,10000.0,306124059.0,1399,430055,16785,1612,0.0,856.0,43,7,75000000.0,1996.0,2000.0,6.9,2.35,16000,0,Independence Day 
523,1,1492,177.0,129.0,14000.0,227.0,1735,610.0,229074524.0,96,278362,1635,2483,0.0,552.0,43,7,73000000.0,1997.0,506.0,6.5,1.85,0,0,The Lost World: Jurassic Park 
524,1,437,181.0,86.0,35.0,179.0,333,851.0,193136719.0,563,266636,1777,129,0.0,385.0,43,6,75000000.0,2005.0,436.0,6.9,1.85,0,3,Madagascar 
525,1,43,372.0,109.0,0.0,18.0,480,16000.0,35286428.0,223,361767,16479,2072,0.0,1206.0,43,9,76000000.0,2006.0,430.0,7.9,1.85,17000,6,Children of Men 
526,1,185,290.0,104.0,0.0,505.0,2081,20000.0,157299717.0,530,452928,21397,320,0.0,1401.0,43,7,75000000.0,2000.0,764.0,7.4,2.35,0,0,X-Men 
527,1,1547,316.0,110.0,335.0,988.0,1511,11000.0,134568845.0,76,299852,25763,484,0.0,713.0,43,9,75000000.0,2008.0,11000.0,6.7,2.35,0,14,Wanted 
528,1,1038,122.0,136.0,0.0,904.0,1440,12000.0,134006721.0,1021,259492,15999,268,1.0,415.0,43,9,75000000.0,1996.0,2000.0,7.4,2.35,51000,14,The Rock 
529,1,196,164.0,115.0,107.0,241.0,1705,835.0,195329763.0,351,194249,1815,1102,0.0,253.0,43,6,80000000.0,2006.0,590.0,6.9,1.85,0,3,Ice Age: The Meltdown 
530,1,1240,147.0,99.0,88.0,328.0,1649,11000.0,120776832.0,9,266103,12952,80,2.0,456.0,43,7,75000000.0,2004.0,427.0,6.8,2.35,11000,3,50 First Dates 
531,1,8,219.0,117.0,163.0,260.0,625,719.0,118823091.0,631,98693,1673,1903,9.0,401.0,43,6,75000000.0,2007.0,339.0,6.7,2.35,0,6,Hairspray 
532,1,1281,167.0,125.0,212.0,394.0,44,613.0,41814863.0,572,28635,1970,993,0.0,308.0,43,9,50000000.0,2004.0,422.0,5.1,2.0,893,14,Exorcist: The Beginning 
533,1,339,70.0,110.0,16.0,692.0,1718,2000.0,97360069.0,917,36491,5320,2154,0.0,231.0,43,6,75000000.0,1999.0,710.0,4.1,1.85,509,3,Inspector Gadget 
534,1,945,384.0,125.0,255.0,963.0,424,11000.0,117698894.0,992,447979,13312,1701,6.0,629.0,43,7,75000000.0,2013.0,988.0,7.3,2.35,105000,14,Now You See Me 
535,1,376,179.0,102.0,221.0,4000.0,21,12000.0,162001186.0,1273,181443,28497,2175,4.0,311.0,43,7,80000000.0,2010.0,11000.0,6.0,1.85,12000,3,Grown Ups 
536,1,1492,151.0,128.0,14000.0,232.0,361,15000.0,77032279.0,1339,303864,16199,212,0.0,596.0,43,7,60000000.0,2004.0,466.0,7.3,1.85,16000,6,The Terminal 
538,1,1533,107.0,100.0,87.0,446.0,1155,3000.0,73023275.0,366,16271,5174,2562,4.0,57.0,43,6,35000000.0,2009.0,576.0,5.4,1.85,1000,3,Hotel for Dogs 
539,1,1004,134.0,124.0,258.0,748.0,1858,867.0,68473360.0,1017,49536,3424,218,0.0,379.0,43,7,75000000.0,2000.0,826.0,5.9,1.85,0,6,Vertical Limit 
540,1,1105,269.0,102.0,0.0,15000.0,2048,22000.0,66636385.0,1091,88451,60646,1283,1.0,289.0,43,9,75000000.0,2007.0,15000.0,7.1,1.85,0,6,Charlie Wilson's War 
541,1,128,143.0,90.0,10.0,11000.0,1374,22000.0,160762022.0,1140,132415,63165,136,0.0,288.0,43,6,75000000.0,2004.0,17000.0,6.0,1.85,0,3,Shark Tale 
542,1,129,241.0,130.0,386.0,525.0,942,912.0,103338338.0,848,55901,2856,145,0.0,503.0,43,7,70000000.0,2006.0,549.0,6.5,2.35,0,6,Dreamgirls 
544,1,450,161.0,118.0,473.0,680.0,384,12000.0,55808744.0,386,59435,15889,606,4.0,323.0,43,7,53000000.0,2005.0,1000.0,5.7,2.4,0,3,Be Cool 
545,1,1492,298.0,163.0,14000.0,412.0,1512,745.0,47379090.0,106,176936,2529,1619,0.0,824.0,13,9,70000000.0,2005.0,486.0,7.6,2.35,0,6,Munich 
546,1,87,89.0,142.0,845.0,787.0,2053,13000.0,43426961.0,181,93494,16580,475,1.0,394.0,43,9,70000000.0,2003.0,1000.0,6.6,2.35,0,6,Tears of the Sun 
547,1,1339,140.0,100.0,126.0,925.0,1272,19000.0,47000485.0,1342,72867,25206,376,2.0,120.0,43,7,75000000.0,2010.0,1000.0,5.4,2.35,0,3,Killers 
548,1,557,362.0,116.0,0.0,104.0,630,15000.0,45434443.0,523,175960,15735,439,2.0,360.0,43,7,75000000.0,2015.0,509.0,7.3,2.35,43000,3,The Man from U.N.C.L.E. 
549,1,630,124.0,131.0,274.0,138.0,1636,11000.0,42044321.0,9,65668,12522,2205,2.0,342.0,43,7,80000000.0,2004.0,964.0,6.5,1.85,0,6,Spanglish 
550,1,528,190.0,91.0,27.0,925.0,1033,12000.0,73661010.0,1273,71137,17299,376,0.0,229.0,43,6,75000000.0,2006.0,970.0,6.6,2.35,0,3,Monster House 
551,1,108,132.0,123.0,272.0,193.0,291,13000.0,41523271.0,181,57038,13934,204,2.0,261.0,43,7,80000000.0,2001.0,450.0,6.6,2.35,0,6,Bandits 
552,1,689,53.0,134.0,109.0,249.0,187,919.0,37600435.0,716,55350,1695,1218,3.0,180.0,43,7,55000000.0,1995.0,303.0,5.9,1.85,0,14,First Knight 
553,1,71,91.0,148.0,72.0,99.0,741,582.0,39251128.0,108,31080,804,1998,2.0,217.0,43,7,75000000.0,1999.0,103.0,6.7,2.35,0,6,Anna and the King 
554,1,1516,284.0,110.0,763.0,222.0,471,15000.0,83503161.0,523,138190,16691,2313,1.0,405.0,43,9,75000000.0,2011.0,1000.0,6.1,1.85,30000,6,Immortals 
555,1,458,152.0,113.0,17.0,759.0,287,87000.0,34636443.0,647,93790,103354,2001,0.0,288.0,43,9,52000000.0,2005.0,13000.0,6.6,2.35,0,6,Hostage 
556,1,393,131.0,94.0,383.0,886.0,894,13000.0,22751979.0,910,52244,15857,1799,0.0,377.0,43,6,75000000.0,2000.0,1000.0,6.6,2.35,0,0,Titan A.E. 
557,1,1370,132.0,116.0,41.0,541.0,284,11000.0,30013346.0,510,31293,14028,1468,2.0,254.0,43,7,75000000.0,2003.0,982.0,5.3,2.35,648,3,Hollywood Homicide 
558,1,1205,67.0,99.0,545.0,533.0,1870,933.0,14567883.0,282,44248,2542,1096,1.0,373.0,42,9,75000000.0,1998.0,722.0,6.0,2.35,0,6,Soldier 
560,1,579,74.0,93.0,253.0,637.0,271,3000.0,5409517.0,168,14280,5580,1665,0.0,171.0,43,7,75000000.0,2001.0,889.0,4.7,1.85,683,3,Monkeybone 
561,1,769,114.0,113.0,212.0,568.0,2060,2000.0,21009180.0,353,45815,4397,1755,4.0,222.0,43,7,45000000.0,2004.0,845.0,6.1,2.35,1000,6,Flight of the Phoenix 
562,1,958,294.0,106.0,0.0,963.0,287,18000.0,94999143.0,1152,245152,33645,1701,0.0,1344.0,43,7,75000000.0,2000.0,13000.0,7.2,2.35,0,6,Unbreakable 
563,1,908,308.0,91.0,22.0,1000.0,1032,7000.0,336029560.0,1274,142403,13616,2315,0.0,275.0,43,6,74000000.0,2015.0,4000.0,6.4,1.85,70000,3,Minions 
564,1,1654,435.0,128.0,0.0,826.0,8,4000.0,36381716.0,691,197584,7067,2214,4.0,918.0,43,7,82000000.0,2011.0,2000.0,6.1,2.35,42000,0,Sucker Punch 
565,1,165,117.0,98.0,0.0,697.0,1482,12000.0,55585389.0,1021,64121,15269,1220,1.0,241.0,43,9,69000000.0,1998.0,854.0,5.9,2.35,880,14,Snake Eyes 
566,1,108,108.0,134.0,272.0,215.0,883,548.0,36976367.0,1076,81611,1044,959,3.0,274.0,43,7,75000000.0,1998.0,270.0,6.0,2.35,0,6,Sphere 
567,1,261,141.0,97.0,6.0,415.0,1053,22000.0,107225164.0,1077,27130,24350,1352,0.0,126.0,43,6,73000000.0,2016.0,1000.0,6.3,1.85,14000,3,The Angry Birds Movie 
568,1,71,176.0,112.0,72.0,715.0,1707,11000.0,70224196.0,918,59352,13827,64,0.0,138.0,43,7,70000000.0,2008.0,1000.0,5.6,2.35,0,3,Fool's Gold 
569,1,843,230.0,153.0,0.0,130.0,1681,11000.0,51814190.0,9,100837,11852,1648,1.0,301.0,43,9,75000000.0,2009.0,561.0,6.4,1.85,0,6,Funny People 
570,1,1216,234.0,110.0,532.0,461.0,701,3000.0,47456450.0,616,101386,5187,2399,1.0,289.0,43,9,70000000.0,2007.0,638.0,7.1,2.35,0,6,The Kingdom 
571,1,5,164.0,122.0,285.0,989.0,1248,8000.0,148213377.0,1396,130776,12410,833,5.0,437.0,43,7,73000000.0,2006.0,1000.0,6.6,2.35,0,3,Talladega Nights: The Ballad of Ricky Bobby 
572,1,1472,91.0,87.0,41.0,574.0,932,1000.0,112950721.0,1110,33884,3287,1395,0.0,79.0,43,6,72000000.0,2001.0,692.0,4.6,2.35,266,3,Dr. Dolittle 2 
573,1,1030,132.0,178.0,0.0,403.0,1612,906.0,75600000.0,936,736638,1976,1055,1.0,1065.0,43,9,72000000.0,1995.0,466.0,8.4,2.35,17000,6,Braveheart 
574,1,1395,262.0,125.0,0.0,210.0,264,15000.0,62647540.0,566,143525,15850,1050,0.0,657.0,15,9,70000000.0,2005.0,383.0,7.1,2.35,0,6,Jarhead 
575,1,357,299.0,87.0,30.0,433.0,2166,745.0,183132370.0,24,259083,3086,1566,0.0,763.0,43,7,75000000.0,2007.0,440.0,7.4,2.35,0,3,The Simpsons Movie 
576,1,467,128.0,152.0,0.0,745.0,782,940.0,27796042.0,899,45031,4310,1128,1.0,376.0,43,6,72000000.0,2001.0,826.0,6.9,1.85,0,6,The Majestic 
577,1,1281,109.0,116.0,212.0,462.0,671,13000.0,32616869.0,1288,34435,14780,503,0.0,346.0,43,7,72000000.0,2001.0,658.0,4.5,2.35,886,6,Driven 
578,1,664,88.0,109.0,218.0,8.0,921,21.0,18947630.0,328,11798,55,1854,0.0,124.0,13,6,59660000.0,2004.0,17.0,7.1,2.35,2000,6,Two Brothers 
579,1,958,261.0,108.0,0.0,882.0,1067,3000.0,114195633.0,183,193770,7273,2543,0.0,2003.0,43,7,60000000.0,2004.0,2000.0,6.5,1.85,0,6,The Village 
580,1,127,73.0,85.0,84.0,595.0,1703,1000.0,144156464.0,1039,74343,4166,1930,0.0,98.0,43,7,71500000.0,1998.0,1000.0,5.3,1.85,694,3,Doctor Dolittle 
581,1,958,208.0,106.0,0.0,242.0,1432,710.0,227965690.0,1163,271592,1675,414,0.0,2335.0,43,7,72000000.0,2002.0,529.0,6.7,1.85,0,6,Signs 
582,1,52,205.0,93.0,80.0,48.0,944,692.0,436471036.0,1174,314630,1148,489,1.0,483.0,43,6,150000000.0,2004.0,309.0,7.2,1.85,0,3,Shrek 2 
583,1,760,256.0,117.0,487.0,769.0,353,1000.0,244052771.0,681,263853,4905,854,0.0,584.0,43,1,120000000.0,2006.0,843.0,7.2,2.35,0,3,Cars 
584,1,490,103.0,116.0,0.0,995.0,394,8000.0,152149590.0,717,74274,12790,937,2.0,255.0,43,6,70000000.0,1999.0,3000.0,5.5,2.35,0,3,Runaway Bride 
585,1,1318,191.0,132.0,357.0,212.0,679,14000.0,141204016.0,1377,142569,14790,1465,0.0,737.0,43,7,70000000.0,2002.0,223.0,5.8,2.35,10000,14,xXx 
586,1,1203,147.0,92.0,5.0,726.0,227,870.0,162495848.0,1322,34359,5217,691,0.0,133.0,43,6,74000000.0,2015.0,861.0,6.0,1.85,16000,3,The SpongeBob Movie: Sponge Out of Water 
587,1,1368,79.0,139.0,2000.0,808.0,535,960.0,136448821.0,833,98989,3667,2031,1.0,158.0,43,9,80000000.0,1996.0,848.0,6.6,1.85,1000,14,Ransom 
588,1,1263,486.0,153.0,16000.0,11000.0,244,13000.0,120523073.0,947,885175,36741,448,1.0,1527.0,43,9,75000000.0,2009.0,11000.0,8.3,2.35,42000,6,Inglourious Basterds 
589,1,1492,75.0,142.0,14000.0,5000.0,1070,49000.0,119654900.0,1151,182802,64259,261,1.0,363.0,43,6,70000000.0,1991.0,8000.0,6.7,2.35,13000,3,Hook 
591,1,1281,142.0,124.0,212.0,576.0,1010,13000.0,117541000.0,181,269858,16595,803,0.0,316.0,43,9,70000000.0,1990.0,982.0,7.1,2.35,0,14,Die Hard 2 
592,1,260,144.0,117.0,69.0,1000.0,1052,10000.0,116643346.0,627,119807,14486,1432,1.0,340.0,43,7,80000000.0,2003.0,1000.0,6.0,2.35,0,14,S.W.A.T. 
594,1,191,153.0,141.0,488.0,509.0,844,10000.0,100614858.0,1337,206776,11458,1842,1.0,1248.0,43,9,68000000.0,2001.0,834.0,6.9,1.85,0,14,Vanilla Sky 
595,1,958,284.0,110.0,0.0,559.0,720,3000.0,42272747.0,183,78635,5609,257,1.0,1040.0,43,7,70000000.0,2006.0,579.0,5.6,1.85,0,6,Lady in the Water 
596,1,1205,247.0,109.0,545.0,727.0,419,886.0,80281096.0,1194,143628,3222,2002,0.0,1283.0,43,7,60000000.0,2004.0,766.0,5.6,2.35,0,14,AVP: Alien vs. Predator 
597,1,127,107.0,88.0,84.0,1000.0,273,1000.0,219613391.0,65,31649,5227,1159,0.0,98.0,43,6,75000000.0,2009.0,1000.0,4.5,1.85,2000,3,Alvin and the Chipmunks: The Squeakquel 
598,1,1274,141.0,124.0,130.0,841.0,1332,4000.0,78120196.0,691,103241,6181,430,0.0,742.0,43,9,75000000.0,2002.0,973.0,7.1,2.35,5000,6,We Were Soldiers 
599,1,87,358.0,119.0,845.0,992.0,1511,18000.0,98895417.0,485,203154,31782,1987,3.0,698.0,43,9,70000000.0,2013.0,11000.0,6.5,2.35,45000,14,Olympus Has Fallen 
600,1,806,160.0,103.0,906.0,748.0,1039,1000.0,70117571.0,811,56741,6207,1693,0.0,515.0,43,6,58000000.0,1998.0,906.0,6.4,2.35,1000,14,Star Trek: Insurrection 
601,1,812,355.0,116.0,473.0,464.0,974,833.0,83552429.0,1029,154955,4001,1996,0.0,800.0,43,7,70000000.0,2011.0,697.0,5.8,2.35,25000,0,Battle Los Angeles 
602,1,1536,235.0,125.0,13000.0,883.0,85,12000.0,66257002.0,1273,350698,16138,43,0.0,816.0,43,7,70000000.0,2003.0,1000.0,8.0,1.37,26000,6,Big Fish 
603,1,1105,59.0,125.0,0.0,184.0,1652,443.0,65012000.0,330,43559,1439,2127,1.0,137.0,43,9,70000000.0,1994.0,277.0,6.2,1.85,0,6,Wolf 
604,0,1492,388.0,146.0,14000.0,979.0,194,25000.0,79883359.0,626,116159,46726,695,1.0,488.0,43,7,66000000.0,2011.0,19000.0,7.2,2.35,28000,6,War Horse 
605,1,513,371.0,118.0,0.0,559.0,1394,13000.0,78031620.0,138,102248,27674,257,7.0,403.0,43,7,70000000.0,2014.0,13000.0,6.1,2.35,34000,6,The Monuments Men 
606,1,620,82.0,171.0,0.0,638.0,2039,2000.0,54222000.0,944,131217,4074,1608,0.0,380.0,43,7,69500000.0,1989.0,650.0,7.6,2.35,0,6,The Abyss 
607,1,1166,297.0,136.0,0.0,17.0,170,903.0,52474616.0,465,84118,1579,1212,2.0,245.0,43,7,70000000.0,2010.0,592.0,6.3,2.35,13000,6,Wall Street: Money Never Sleeps 
608,1,501,261.0,92.0,28.0,423.0,1841,3000.0,55942830.0,364,138582,5178,2566,1.0,423.0,43,7,70000000.0,2014.0,692.0,6.3,2.35,37000,6,Dracula Untold 
609,1,422,120.0,116.0,380.0,774.0,287,18000.0,40932372.0,354,58023,32563,1591,0.0,281.0,43,9,70000000.0,1998.0,13000.0,6.3,2.35,0,14,The Siege 
610,1,1023,228.0,127.0,905.0,271.0,507,15000.0,38345403.0,523,212085,16034,1800,8.0,492.0,42,7,70000000.0,2007.0,588.0,7.7,2.35,15000,11,Stardust 
611,1,664,76.0,136.0,218.0,400.0,1327,11000.0,37901509.0,159,96385,12226,2499,1.0,119.0,43,7,70000000.0,1997.0,691.0,7.0,2.35,0,6,Seven Years in Tibet 
612,1,1368,185.0,111.0,2000.0,244.0,412,17000.0,48430355.0,219,43709,18510,410,2.0,141.0,43,7,70000000.0,2011.0,1000.0,5.3,2.35,0,6,The Dilemma 
613,1,728,128.0,116.0,541.0,384.0,278,12000.0,30157016.0,89,39659,12993,826,2.0,189.0,43,7,70000000.0,2002.0,405.0,5.6,2.35,792,3,Bad Company 
614,1,65,237.0,113.0,43.0,452.0,188,12000.0,28031250.0,386,88146,13517,638,0.0,814.0,42,9,60000000.0,2005.0,585.0,5.2,2.35,0,0,Doom 
615,1,127,105.0,97.0,84.0,150.0,1667,989.0,33105600.0,473,41663,1576,2362,1.0,141.0,43,7,70000000.0,2002.0,229.0,5.4,1.37,531,3,I Spy 
616,1,1118,242.0,88.0,24.0,324.0,1936,5000.0,62321039.0,1311,117096,5861,2197,1.0,271.0,43,9,70000000.0,2012.0,327.0,6.4,2.35,24000,0,Underworld: Awakening 
617,1,8,360.0,136.0,163.0,66.0,1881,394.0,38509342.0,577,61995,712,384,7.0,356.0,43,7,75000000.0,2012.0,217.0,5.9,2.35,33000,6,Rock of Ages 
618,1,546,112.0,125.0,40.0,407.0,416,13000.0,19076815.0,181,43651,15916,2133,0.0,196.0,43,9,60000000.0,2002.0,787.0,6.3,2.35,997,6,Hart's War 
619,1,497,189.0,116.0,5.0,748.0,1757,26000.0,25093607.0,596,105556,49608,218,2.0,157.0,42,9,35000000.0,2011.0,22000.0,6.5,2.35,17000,14,Killer Elite 
620,1,766,151.0,98.0,323.0,390.0,370,1000.0,18990542.0,794,22264,2763,116,3.0,289.0,43,9,70000000.0,2002.0,841.0,3.0,2.35,584,0,Rollerball 
621,1,1646,92.0,91.0,8.0,298.0,1839,349.0,14294842.0,1292,16761,1846,896,1.0,277.0,43,9,70000000.0,2002.0,324.0,3.6,2.35,391,14,Ballistic: Ecks vs. Sever 
622,1,1089,79.0,97.0,13.0,695.0,1494,11000.0,19819494.0,992,26893,13628,2000,0.0,126.0,43,9,70000000.0,1998.0,893.0,5.8,2.35,815,6,Hard Rain 
623,1,148,81.0,95.0,101.0,443.0,252,2000.0,13596911.0,1161,25572,3734,580,0.0,123.0,43,6,70000000.0,2001.0,509.0,6.2,2.35,2000,3,Osmosis Jones 
625,1,1058,261.0,133.0,0.0,301.0,148,26000.0,7097125.0,244,38983,28129,286,1.0,207.0,43,9,70000000.0,2015.0,326.0,5.4,2.35,11000,6,Blackhat 
626,1,879,197.0,106.0,14.0,582.0,1225,11000.0,37760080.0,76,72868,12871,206,2.0,618.0,43,6,70000000.0,2004.0,1000.0,6.1,1.85,0,14,Sky Captain and the World of Tomorrow 
627,1,1039,159.0,116.0,105.0,246.0,834,844.0,5851188.0,228,31124,1899,1805,1.0,313.0,42,9,70000000.0,2006.0,729.0,4.2,2.35,764,14,Basic Instinct 2 
628,1,1088,286.0,115.0,101.0,585.0,0,13000.0,25121291.0,1288,177653,15708,1623,1.0,279.0,43,9,50000000.0,2013.0,1000.0,6.7,2.35,34000,14,Escape Plan 
629,1,1281,156.0,99.0,212.0,182.0,1310,576.0,18821279.0,1167,44891,1520,825,0.0,202.0,43,7,70000000.0,2014.0,358.0,4.2,2.35,12000,0,The Legend of Hercules 
630,1,1247,176.0,124.0,31.0,497.0,285,11000.0,118471320.0,992,86504,12556,1958,0.0,568.0,43,7,68000000.0,2002.0,655.0,6.4,2.35,0,6,The Sum of All Fears 
631,1,359,293.0,124.0,171.0,10000.0,1192,21000.0,300523113.0,1144,184637,52547,151,3.0,498.0,43,7,68000000.0,2010.0,17000.0,4.9,2.35,29000,6,The Twilight Saga: Eclipse 
632,1,472,141.0,124.0,0.0,580.0,1366,22000.0,71069884.0,1140,101899,32871,835,0.0,445.0,43,9,68000000.0,2001.0,10000.0,6.8,2.35,0,6,The Score 
633,1,1256,304.0,87.0,275.0,975.0,1496,7000.0,251501645.0,1274,385943,11608,1004,0.0,296.0,43,6,69000000.0,2010.0,2000.0,7.7,1.85,31000,3,Despicable Me 
634,1,827,40.0,105.0,29.0,97.0,1755,584.0,35324232.0,1379,32224,1132,22,1.0,62.0,43,9,68000000.0,1995.0,220.0,5.6,2.35,617,6,Money Train 
635,1,1421,280.0,125.0,3000.0,3000.0,1511,14000.0,81257500.0,832,117739,30010,2238,0.0,229.0,43,9,68000000.0,2015.0,11000.0,6.4,2.35,30000,3,Ted 2 
636,1,28,180.0,141.0,448.0,334.0,166,614.0,617840.0,923,52496,1829,2153,2.0,172.0,39,9,70000000.0,2009.0,451.0,7.2,2.35,29000,6,Agora 
637,1,899,125.0,121.0,18.0,776.0,2138,1000.0,29655590.0,585,53970,3986,692,4.0,435.0,43,7,65000000.0,1999.0,855.0,6.0,1.85,0,3,Mystery Men 
638,1,148,237.0,111.0,101.0,681.0,1214,966.0,45045037.0,612,103230,3393,2305,3.0,143.0,43,9,36000000.0,2011.0,919.0,5.9,2.35,10000,3,Hall Pass 
639,1,1058,209.0,157.0,0.0,680.0,1746,14000.0,28965197.0,20,133526,18216,606,1.0,521.0,43,9,68000000.0,1999.0,826.0,7.9,2.35,0,6,The Insider 
641,1,1313,238.0,128.0,0.0,135.0,1906,29000.0,39380442.0,823,174248,29824,1694,1.0,263.0,43,9,70000000.0,2008.0,149.0,7.1,2.35,0,6,Body of Lies 
643,1,1547,393.0,105.0,335.0,911.0,566,3000.0,37516013.0,1172,128629,8281,226,0.0,348.0,43,9,69000000.0,2012.0,3000.0,5.9,2.35,98000,0,Abraham Lincoln: Vampire Hunter 
644,1,788,138.0,113.0,36.0,232.0,1160,537.0,87704396.0,1398,88132,1302,1653,1.0,274.0,43,7,66000000.0,1999.0,427.0,6.2,2.35,0,14,Entrapment 
646,1,1317,142.0,121.0,38.0,745.0,1501,940.0,83892374.0,899,85720,4230,1128,0.0,297.0,43,7,66000000.0,1998.0,826.0,7.0,2.35,0,6,The X Files 
647,1,401,90.0,102.0,4.0,112.0,1569,14000.0,5932060.0,276,29285,14625,1880,0.0,174.0,42,7,35000000.0,2007.0,394.0,5.4,2.35,0,0,The Last Legion 
648,1,1492,219.0,169.0,14000.0,13000.0,2110,15000.0,216119491.0,1339,881236,44998,1622,2.0,2277.0,43,9,70000000.0,1998.0,14000.0,8.6,1.85,22000,6,Saving Private Ryan 
649,1,1413,327.0,132.0,76.0,464.0,566,3000.0,43568507.0,1106,136954,7081,1996,1.0,346.0,43,7,66000000.0,2014.0,3000.0,6.5,2.35,32000,6,Need for Speed 
650,1,1121,149.0,127.0,278.0,912.0,1273,2000.0,182805123.0,714,158864,5838,1514,1.0,395.0,43,7,70000000.0,2000.0,955.0,6.4,1.37,0,3,What Women Want 
651,1,234,193.0,103.0,77.0,835.0,1937,1000.0,176387405.0,495,328159,5437,624,0.0,467.0,43,6,59000000.0,2002.0,939.0,7.6,1.85,3000,3,Ice Age 
652,1,920,175.0,136.0,759.0,354.0,1462,11000.0,33685268.0,992,75573,12194,2021,1.0,662.0,43,9,68000000.0,2003.0,599.0,5.5,2.35,4000,6,Dreamcatcher 
653,1,1492,538.0,150.0,14000.0,655.0,782,23000.0,182204440.0,703,197412,25517,325,0.0,720.0,43,7,65000000.0,2012.0,826.0,7.4,2.35,71000,6,Lincoln 
654,1,910,313.0,136.0,0.0,99.0,1335,18000.0,171383253.0,751,1217752,18563,881,3.0,3646.0,43,9,63000000.0,1999.0,145.0,8.7,2.35,25000,0,The Matrix 
655,1,1368,159.0,140.0,2000.0,552.0,1486,15000.0,172071312.0,1339,208817,17171,1339,0.0,296.0,43,6,62000000.0,1995.0,968.0,7.6,2.35,5000,6,Apollo 13 
657,1,1057,80.0,104.0,54.0,775.0,39,901.0,139225854.0,710,34561,5265,748,0.0,116.0,43,1,60000000.0,2002.0,857.0,5.5,1.85,1000,3,The Santa Clause 2 
658,1,1565,488.0,158.0,0.0,11000.0,611,20000.0,148775460.0,530,243834,46204,155,1.0,845.0,43,7,61000000.0,2012.0,13000.0,7.6,1.85,144000,6,Les Misérables 
